2026-09-13 14:42:22 | INFO     | src.pipelines.alpha_factory.pipeline | Logging to /Users/milanpeter/Developer/Systematic-Trading-Pipeline/logs/alpha_factory/20260913_144222.log
2026-09-18 15:26:28 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
2026-09-19 15:32:56 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-19 15:32:56 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY PIPELINE
2026-09-19 15:32:56 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-19 15:32:56 | INFO     | src.pipelines.alpha_factory.pipeline | [1/6] Screening for cointegrated pairs...
2026-09-19 15:34:54 | INFO     | src.pipelines.alpha_factory.pipeline | Found 2 cointegrated pair(s): ['AUDUSD_VOD', 'XAGUSD_XAUUSD']
2026-09-19 15:34:54 | INFO     | src.pipelines.alpha_factory.pipeline | [2/6] Generating strategy candidates...
2026-09-19 15:34:54 | INFO     | src.pipelines.alpha_factory.pipeline | Generated 2436 official candidates.
2026-09-19 15:34:54 | INFO     | src.pipelines.alpha_factory.pipeline | 0 of 2436 candidates due for testing this run (2436 still within their 30-day cooldown).
2026-09-19 15:34:55 | INFO     | src.pipelines.alpha_factory.pipeline | No batches completed this pass (shutdown requested before any batch started, or no candidates were due for testing) -- skipping final funnel and reporting.
2026-09-19 15:34:55 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
2026-09-20 15:41:20 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-20 15:41:20 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY PIPELINE
2026-09-20 15:41:20 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-20 15:41:20 | INFO     | src.pipelines.alpha_factory.pipeline | [1/6] Screening for cointegrated pairs...
2026-09-20 15:43:18 | INFO     | src.pipelines.alpha_factory.pipeline | Found 2 cointegrated pair(s): ['AUDUSD_VOD', 'XAGUSD_XAUUSD']
2026-09-20 15:43:18 | INFO     | src.pipelines.alpha_factory.pipeline | [2/6] Generating strategy candidates...
2026-09-20 15:43:19 | INFO     | src.pipelines.alpha_factory.pipeline | Generated 2436 official candidates.
2026-09-20 15:43:19 | INFO     | src.pipelines.alpha_factory.pipeline | 0 of 2436 candidates due for testing this run (2436 still within their 30-day cooldown).
2026-09-20 15:43:19 | INFO     | src.pipelines.alpha_factory.pipeline | No batches completed this pass (shutdown requested before any batch started, or no candidates were due for testing) -- skipping final funnel and reporting.
2026-09-20 15:43:19 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
2026-09-21 15:49:45 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-21 15:49:45 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY PIPELINE
2026-09-21 15:49:45 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-21 15:49:45 | INFO     | src.pipelines.alpha_factory.pipeline | [1/6] Screening for cointegrated pairs...
2026-09-21 15:51:44 | INFO     | src.pipelines.alpha_factory.pipeline | Found 2 cointegrated pair(s): ['AUDUSD_VOD', 'XAGUSD_XAUUSD']
2026-09-21 15:51:44 | INFO     | src.pipelines.alpha_factory.pipeline | [2/6] Generating strategy candidates...
2026-09-21 15:51:44 | INFO     | src.pipelines.alpha_factory.pipeline | Generated 2436 official candidates.
2026-09-21 15:51:44 | INFO     | src.pipelines.alpha_factory.pipeline | 0 of 2436 candidates due for testing this run (2436 still within their 30-day cooldown).
2026-09-21 15:51:44 | INFO     | src.pipelines.alpha_factory.pipeline | No batches completed this pass (shutdown requested before any batch started, or no candidates were due for testing) -- skipping final funnel and reporting.
2026-09-21 15:51:44 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
2026-09-22 15:58:10 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-22 15:58:10 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY PIPELINE
2026-09-22 15:58:10 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-22 15:58:10 | INFO     | src.pipelines.alpha_factory.pipeline | [1/6] Screening for cointegrated pairs...
2026-09-22 16:00:09 | INFO     | src.pipelines.alpha_factory.pipeline | Found 2 cointegrated pair(s): ['AUDUSD_VOD', 'XAGUSD_XAUUSD']
2026-09-22 16:00:09 | INFO     | src.pipelines.alpha_factory.pipeline | [2/6] Generating strategy candidates...
2026-09-22 16:00:09 | INFO     | src.pipelines.alpha_factory.pipeline | Generated 2436 official candidates.
2026-09-22 16:00:09 | INFO     | src.pipelines.alpha_factory.pipeline | 0 of 2436 candidates due for testing this run (2436 still within their 30-day cooldown).
2026-09-22 16:00:09 | INFO     | src.pipelines.alpha_factory.pipeline | No batches completed this pass (shutdown requested before any batch started, or no candidates were due for testing) -- skipping final funnel and reporting.
2026-09-22 16:00:09 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
2026-09-23 16:06:36 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-23 16:06:36 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY PIPELINE
2026-09-23 16:06:36 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-23 16:06:36 | INFO     | src.pipelines.alpha_factory.pipeline | [1/6] Screening for cointegrated pairs...
2026-09-23 16:08:35 | INFO     | src.pipelines.alpha_factory.pipeline | Found 2 cointegrated pair(s): ['AUDUSD_VOD', 'XAGUSD_XAUUSD']
2026-09-23 16:08:35 | INFO     | src.pipelines.alpha_factory.pipeline | [2/6] Generating strategy candidates...
2026-09-23 16:08:35 | INFO     | src.pipelines.alpha_factory.pipeline | Generated 2436 official candidates.
2026-09-23 16:08:35 | INFO     | src.pipelines.alpha_factory.pipeline | 108 of 2436 candidates due for testing this run (2328 still within their 30-day cooldown).
2026-09-23 16:08:36 | INFO     | src.pipelines.alpha_factory.pipeline | [3/6] Running candidate backtests (batch 1/2, 100 candidates)...
2026-09-23 16:09:43 | INFO     | src.pipelines.alpha_factory.pipeline | Completed 100 candidate backtests (batch 1/2).
2026-09-23 16:09:43 | INFO     | src.pipelines.alpha_factory.pipeline | [4/6] Running Layer 1 (batch 1/2): OOS and parameter sensitivity...
2026-09-23 16:18:29 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 1 passes across full tested history (batch 1/2): 415
2026-09-23 16:18:29 | INFO     | src.pipelines.alpha_factory.pipeline | Running Layer 2 (batch 1/2): walk-forward validation...
2026-09-23 16:56:52 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 2 passes across full tested history (batch 1/2): 328
2026-09-23 16:56:52 | INFO     | src.pipelines.alpha_factory.pipeline | Running Layer 3 (batch 1/2): historical and synthetic stress...
2026-09-23 16:56:57 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 3 passes across full tested history (batch 1/2): 1123
2026-09-23 16:56:57 | INFO     | src.pipelines.alpha_factory.pipeline | Running Layer 4 (batch 1/2): statistical validation...
2026-09-23 16:59:40 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 4 passes across full tested history (batch 1/2): 0
2026-09-23 16:59:40 | INFO     | src.pipelines.alpha_factory.pipeline | [3/6] Running candidate backtests (batch 2/2, 8 candidates)...
2026-09-23 16:59:44 | INFO     | src.pipelines.alpha_factory.pipeline | Completed 8 candidate backtests (batch 2/2).
2026-09-23 16:59:44 | INFO     | src.pipelines.alpha_factory.pipeline | [4/6] Running Layer 1 (batch 2/2): OOS and parameter sensitivity...
2026-09-23 17:00:22 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 1 passes across full tested history (batch 2/2): 415
2026-09-23 17:00:22 | INFO     | src.pipelines.alpha_factory.pipeline | Running Layer 2 (batch 2/2): walk-forward validation...
2026-09-23 17:03:08 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 2 passes across full tested history (batch 2/2): 328
2026-09-23 17:03:08 | INFO     | src.pipelines.alpha_factory.pipeline | Running Layer 3 (batch 2/2): historical and synthetic stress...
2026-09-23 17:03:09 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 3 passes across full tested history (batch 2/2): 1123
2026-09-23 17:03:09 | INFO     | src.pipelines.alpha_factory.pipeline | Running Layer 4 (batch 2/2): statistical validation...
2026-09-23 17:03:23 | INFO     | src.pipelines.alpha_factory.pipeline | Layer 4 passes across full tested history (batch 2/2): 0
2026-09-23 17:03:23 | INFO     | src.pipelines.alpha_factory.pipeline | [5/6] Building final funnel...
2026-09-23 17:03:23 | INFO     | src.pipelines.alpha_factory.pipeline | Recorded 108 test event(s) for run 20260923_160636.
2026-09-23 17:03:23 | INFO     | src.pipelines.alpha_factory.pipeline | [6/6] Building reporting outputs...
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY COMPLETED
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | Official candidates: 2742
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | Final survivors: 0
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | Results directory: /Users/milanpeter/Developer/Systematic-Trading-Pipeline/results
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | Report summary: /Users/milanpeter/Developer/Systematic-Trading-Pipeline/results/report/report_summary.json
2026-09-23 17:03:26 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
2026-09-24 17:09:53 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-24 17:09:53 | INFO     | src.pipelines.alpha_factory.pipeline | ALPHA FACTORY PIPELINE
2026-09-24 17:09:53 | INFO     | src.pipelines.alpha_factory.pipeline | ========================================================================
2026-09-24 17:09:53 | INFO     | src.pipelines.alpha_factory.pipeline | [1/6] Screening for cointegrated pairs...
2026-09-24 17:11:58 | INFO     | src.pipelines.alpha_factory.pipeline | Found 2 cointegrated pair(s): ['AUDUSD_VOD', 'XAGUSD_XAUUSD']
2026-09-24 17:11:58 | INFO     | src.pipelines.alpha_factory.pipeline | [2/6] Generating strategy candidates...
2026-09-24 17:11:58 | INFO     | src.pipelines.alpha_factory.pipeline | Generated 2436 official candidates.
2026-09-24 17:11:58 | INFO     | src.pipelines.alpha_factory.pipeline | 0 of 2436 candidates due for testing this run (2436 still within their 30-day cooldown).
2026-09-24 17:11:58 | INFO     | src.pipelines.alpha_factory.pipeline | No batches completed this pass (shutdown requested before any batch started, or no candidates were due for testing) -- skipping final funnel and reporting.
2026-09-24 17:11:58 | INFO     | src.pipelines.alpha_factory.pipeline | Pass complete. Sleeping 24.0h until next check.
